sedalea,year,sedaleaname,gslo,gshi,fips,stateabb,urban,suburb,town,rural,locale_city_large,locale_city_midsize,locale_city_small,locale_suburb_large,locale_suburb_midsize,locale_suburb_small,locale_town_fringe,locale_town_distant,locale_town_remote,locale_rural_fringe,locale_rural_distant,locale_rural_remote,avgrdall,pernam,perasn,perhsp,perblk,perwht,perfl,perrl,perfrl,perecd,perell,perspeced,totenrl,diffexpecd_blkwht,diffexpecd_hspwht,diffexpecd_namwht,diffexpecd_asnwht,hswhtblk,hswhthsp,hsflnfl,hsecdnec,rswhtblk,rswhthsp,rsflnfl,rsecdnec,diffexpmin2_blkwht,diffexpmin2_hspwht,diffexpmin2_namwht,diffexpmin2_asnwht,sesall,sesasn,sesblk,seshsp,sesnam,seswht,lninc50all,lninc50asn,lninc50blk,lninc50hsp,lninc50nam,lninc50wht,baplusall,baplusasn,baplusblk,baplushsp,baplusnam,bapluswht,povertyall,povertyasn,povertyblk,povertyhsp,povertynam,povertywht,unempall,unempasn,unempblk,unemphsp,unempnam,unempwht,snapall,snapasn,snapblk,snaphsp,snapnam,snapwht,single_momall,single_momasn,single_momblk,single_momhsp,single_momnam,single_momwht,seswhtblk,seswhthsp,seswhtasn,seswhtnam,urbanicity
100005,2018,Albertville City,Pre-Kindergarten,12,1,AL,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,427.16666,.0019508388,.0046820133,.48653921,.0351151,.4432306,.60170835,.059942406,.66165078,.42459852,.17096062,.074898787,2563,0,0,0,0,-2.5514169e-09,7.3954456e-09,-1.6912114e-08,-1.8220596e-10,0,0,0,0,0,0,0,0,-.63051403,,,-2.1851752,,-.021480026,10.512168,,,10.162606,,10.636681,.16527621,,,.1016611,,.18979575,.26666874,,,.51380271,,.146626,.02448974,,,.024549397,,.026117381,.19914623,,,.3087872,,.14428824,.20936646,,,.21398382,,.19180712,,1.961794,,,Town
100006,2018,Marshall County,Pre-Kindergarten,12,1,AL,0,0,0,1,0,0,0,0,0,0,0,0,0,.20981985,.79018015,0,434.66666,.0038343559,.0030674846,.24731596,.0088190185,.72162575,.65125066,.083473504,.73472416,.78300804,.069808647,.13997166,2608,.020336131,.093995839,-.085119478,-.11034141,.11182611,.18522926,.051068153,.089512981,.010246616,.17463377,.066985205,.094980061,-.037888937,.16857073,-.073398285,-.070373416,-.19300523,,,-1.4288452,,-.038237963,10.598926,,,10.352661,,10.62876,.17039001,,,.04988955,,.17783734,.19711918,,,.39244294,,.165635,.06302654,,,.047858071,,.061028823,.12775491,,,.22281331,,.11488948,.14722872,,,.19901778,,.1412569,,1.3869601,,,Rural
100007,2018,Hoover City,Pre-Kindergarten,12,1,AL,.94032937,0,0,.059670635,0,0,.94032937,0,0,0,0,0,0,.059670635,0,0,1067.3334,.000780762,.071361646,.08557152,.24234854,.55356026,.17941895,.044978522,.22439747,.25633058,.12468164,.21179473,6404,.018517166,.04065242,.065857641,-.019488618,.037545417,.047005903,.039548252,.042906828,.044694632,.039724972,.036330186,.047134176,.039913956,.041479204,.090025187,.015363261,1.5054671,1.8016653,.28969014,-.060908318,,1.8447303,11.242557,11.178123,10.829409,10.737166,,11.359176,.57104564,.67007113,.42992163,.24795665,,.61279541,.068580411,.10847115,.093640782,.23105909,,.045883629,.035610382,.017011076,.043088596,.046391767,,.033227678,.039828368,.018225187,.091376804,.17634027,,.021958211,.12225367,.039861023,.34760788,.083492838,,.08459606,1.5456799,1.7647204,-.15941548,,City
100008,2018,Madison City,Pre-Kindergarten,12,1,AL,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,791,.0069532236,.09439528,.050568901,.19911504,.59818792,.15508941,.047653496,.2027429,.21833053,.047748011,.1537381,4746,-.00065223378,.0034931626,.0032581538,-.0054168901,.016798807,.024482906,.010583298,.007251143,.018531755,.01474346,.008673328,.007625049,.015144761,.016089769,.0091396151,.0093564643,1.4612418,1.9831414,.018488329,-.38542297,,1.8424666,11.299636,11.538354,10.948934,10.698947,,11.414625,.57296783,.70876384,.41135958,.34479371,,.61008179,.064316057,.064102679,.07502421,.27183229,,.045555197,.046591111,.040140722,.080010675,.035042111,,.040669903,.049092568,.011528214,.15578796,.18166569,,.020365307,.1269996,.080050953,.33688268,.17324789,,.085549198,1.7624149,1.5432212,-.23590906,,Suburb
100011,2018,Leeds City,Pre-Kindergarten,12,1,AL,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,154.83333,.0021528525,.0064585577,.14101183,.2174381,.60818082,.44564047,.081808396,.52744889,.52980131,.05319149,.14133738,929,0,0,0,0,-3.6927561e-09,-6.8170496e-09,-7.9371123e-09,-7.4115523e-09,0,0,0,0,0,0,0,0,.62887734,,-.21026199,,,.75670028,10.938816,,10.752775,,,10.976669,.28802595,,.19156392,,,.30161721,.10748646,,.17692833,,,.078059018,.053173296,,.032038663,,,.054496814,.063688211,,.17661536,,,.049202934,.15702477,,.26443949,,,.14245753,1.0469428,,,,Suburb
100012,2018,Boaz City,Pre-Kindergarten,12,1,AL,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,184.16667,.0027149322,.0081447968,.31855205,.022624435,.61176473,.6034863,.082631141,.68611741,.70304114,.089182496,.080099091,1105,0,0,0,0,1.1916216e-08,4.8226828e-10,4.1889230e-09,-1.1919457e-08,0,0,0,0,0,0,0,0,-.24583293,,,-.85043049,,-.074313618,10.536872,,,10.540324,,10.549372,.197519,,,.002628193,,.21253559,.18955378,,,.25443545,,.14890483,.049847659,,,.016080497,,.04783529,.14250694,,,.18027182,,.11341596,.17546459,,,.066461451,,.16539986,,1.0544367,,,Town
100013,2018,Trussville City,Kindergarten,12,1,AL,0,.67644501,0,.32355496,0,0,0,.67644501,0,0,0,0,0,.32355496,0,0,363.16666,.004589261,.021110602,.016980266,.11519045,.8155117,.062672377,.019527623,.082199998,.090743273,.0039113429,.079096042,2179,.0063345083,.0059129931,.002688861,.0053901956,.0097240955,.038599424,.018082103,.020405233,.0071912976,.006930117,.010049319,.014736934,.0071481094,.0061563081,-.0037383945,-.00076101843,1.3549881,,.34819734,,,1.4036027,11.284469,,11.221034,,,11.288831,.42551664,,.34059393,,,.43070981,.054124974,,.11973057,,,.054776855,.037835069,,.086178213,,,.035968386,.045106996,,.049651902,,,.04070691,.13537644,,.29629001,,,.12701903,1.0649579,,,,Suburb
100030,2018,Alexander City,Pre-Kindergarten,12,1,AL,0,0,.73350751,.26649249,0,0,0,0,0,0,0,.73350751,0,.26649249,0,0,226.66667,.0036764706,.010294118,.089705884,.40808824,.48161766,.57812279,.044536121,.62265891,.65631932,.026929392,.15402299,1360,0,0,0,0,1.1384349e-08,-3.0062841e-10,-1.5530004e-08,7.3831927e-09,0,0,0,0,0,0,0,0,-1.1847526,,-3.731921,,,.23389079,10.45897,,9.9267025,,,10.694923,.16315755,,.043889213,,,.22460279,.21453081,,.39594299,,,.10129481,.084314108,,.16796726,,,.041696616,.24478605,,.44238988,,,.1340116,.26042968,,.51532376,,,.1480113,3.6942673,,,,Town
100060,2018,Andalusia City,Pre-Kindergarten,12,1,AL,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,135.16667,.0012330456,.013563502,.023427866,.32922319,.61528975,.52448547,.068926275,.59341174,.62971985,.0078651682,.13988765,811,0,0,0,0,-1.7149439e-08,9.9754800e-09,2.5883975e-09,7.6367188e-09,0,0,0,0,0,0,0,0,-.6763348,,-1.9452571,,,-.22441775,10.423781,,10.247476,,,10.528433,.22072816,,.064429112,,,.28049698,.17088512,,.2663444,,,.13411553,.075656876,,.12551801,,,.05684549,.15567978,,.22680615,,,.13405222,.24878791,,.40821728,,,.18768489,1.819236,,,,Town
100090,2018,Anniston City,Pre-Kindergarten,12,1,AL,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,143.16667,.0011641444,.0034924331,.046565775,.8917346,.053550642,.86458749,.040823415,.90541089,.80190933,.011811024,.10875984,859,.0096153617,.0044629374,.0079268217,-.0107418,.051907543,.061649278,.03056005,.0058373222,.017572727,.07350453,.026007893,.0053469287,.015714208,.0072275996,.0088276863,.034033716,-1.7171451,,-3.4903591,,,.24368741,10.346536,,9.9414997,,,10.634893,.20554031,,.11543042,,,.27313906,.27189726,,.40567937,,,.1186652,.10141472,,.17828105,,,.04421309,.25153291,,.37131685,,,.10806826,.35579026,,.54143775,,,.15865269,3.5331631,,,,City
100100,2018,Arab City,Pre-Kindergarten,12,1,AL,0,0,.23357664,.76642334,0,0,0,0,0,0,0,.23357664,0,.76642334,0,0,195.66667,.0025553664,.009369676,.020442931,.0025553664,.95229983,.28875637,.097103916,.38586029,.40120274,.007683442,.10948905,1174,0,0,0,0,-9.6381703e-09,-3.6332595e-09,9.5555519e-09,-2.2308596e-08,0,0,0,0,0,0,0,0,-.23002423,,,,,-.15663482,10.593863,,,,,10.594273,.24958685,,,,,.2533963,.16435815,,,,,.14538811,.056247197,,,,,.04827996,.16055429,,,,,.15922548,.2060487,,,,,.19748382,,,,,Rural
100120,2018,Athens City,Pre-Kindergarten,12,1,AL,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,272.5,.0073394496,.012232416,.19633028,.19388379,.5174312,.46918806,.050094549,.51928264,.57056332,.090909094,.14021088,1635,.0017206172,.0093965335,.027819017,-.020365814,.0056743515,.008516252,.004177066,.0070807566,.0069497013,.010826095,.0057392586,.0091022961,.0062039942,.0090585202,.024824649,-.021977857,-.14042054,,-1.2754546,-1.3715529,,.22052468,10.718935,,10.260093,10.408845,,10.80523,.28698492,,.10541061,.093184099,,.33742595,.1456814,,.18435997,.3135289,,.10523348,.088987209,,.079451077,.069273345,,.080573924,.14098556,,.20571284,.23581199,,.11389101,.1813599,,.37049508,.20327266,,.13490227,1.5407293,1.4663072,,,Town
100180,2018,Attalla City,Pre-Kindergarten,12,1,AL,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,105.5,.0015797789,.0015797789,.094786733,.1342812,.73143762,.60951966,.089696929,.6992166,.7184,.027504912,.1237721,633,0,0,0,0,1.5395074e-08,-9.3776977e-09,6.4925749e-09,-9.6747810e-09,0,0,0,0,0,0,0,0,-.58428323,,,,,-.29802907,10.535812,,,,,10.576266,.065959744,,,,,.072543278,.093434669,,,,,.092476711,.077496223,,,,,.058486387,.14759435,,,,,.1217095,.23265833,,,,,.15794362,,,,,Suburb
100185,2018,Saraland City,Pre-Kindergarten,12,1,AL,0,.85474497,0,.145255,0,0,0,.85474497,0,0,0,0,0,.145255,0,0,233.5,.012847966,.014275517,.023554605,.14632405,.76088506,.38741609,.091236494,.47865257,.49964055,.015879029,.19299129,1401,0,0,0,0,1.4225100e-08,-1.1106454e-08,-8.0217122e-09,-1.4140121e-08,0,0,0,0,0,0,0,0,.28507,,-1.7588756,,,.68057036,10.949629,,10.512375,,,11.044342,.17693886,,.086726151,,,.19592611,.10988656,,.25146812,,,.072988018,.065566987,,.12926519,,,.04993508,.092110381,,.24599585,,,.067156501,.17528267,,.36885589,,,.14823689,2.3251092,,,,Suburb
100188,2018,Chickasaw City,Pre-Kindergarten,12,1,AL,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,94.333336,.0017667845,0,.022968197,.71024734,.22614841,.83339667,.053522374,.88691908,.7845304,.01038961,.16017316,566,0,0,0,,4.3163904e-09,3.7545851e-09,7.7412015e-09,-1.8779270e-08,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suburb
100189,2018,Satsuma City,Pre-Kindergarten,12,1,AL,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,113.33334,.022058824,.01764706,.0088235298,.10147059,.82794118,.33107954,.099847473,.43092701,.44362018,.0020505809,.1038961,680,0,0,0,0,-8.1175244e-09,5.9955516e-09,-1.7642648e-08,-4.6552699e-09,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suburb
100190,2018,Alabaster City,Pre-Kindergarten,12,1,AL,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,470.66666,.0028328612,.013101983,.18909349,.19334278,.5651558,.29013526,.042026244,.33216152,.35061729,.070307389,.096958794,2824,-.000029330453,.0015763839,-.0027737021,-.010198836,2.0934949e-07,.00064108858,.00056399329,.002032306,2.5498869e-07,.00073647778,.00071145501,.0027255767,-9.0748072e-06,.00048770508,-.00085814297,-.0031553556,1.0203935,,.5503816,-.94316667,,1.2964175,11.167023,,11.187877,10.534898,,11.197297,.34980607,,.35233057,.10375599,,.3724041,.10558347,,.064463429,.39416781,,.065700181,.039652441,,.049096655,.044797461,,.038284287,.060119845,,.13581467,.16203435,,.041879866,.12356309,,.26987892,.15999386,,.098589629,.77550304,1.8186814,,,Suburb
100194,2018,Pelham City,Kindergarten,12,1,AL,0,.80879599,0,.191204,0,0,0,.80879599,0,0,0,0,0,.191204,0,0,248.33333,.0020134228,.030201342,.30671141,.14630872,.48657718,.33685344,.046347015,.38320047,.43920267,.1275733,.089207739,1490,-.0014842799,.0018401692,.022604987,-.0089070695,.0016248712,.0025937269,.00067065045,.0050947377,.0017442192,.0034358467,.0008805187,.0070195361,-.0010398725,.0019062161,-.013327509,-.0037280172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suburb
100195,2018,Pike Road City,Pre-Kindergarten,12,1,AL,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,149,.0055928412,.080536909,.085011184,.30089486,.52237135,.16113815,.017041015,.17817916,.1608154,.072759673,.12732944,894,0,0,0,0,8.7529317e-10,1.2556401e-08,2.5025992e-08,1.1977182e-08,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rural
100210,2018,Auburn City,Pre-Kindergarten,12,1,AL,.87368178,0,0,.12631823,0,0,.87368178,0,0,0,0,0,0,.12631823,0,0,674.5,.00049419323,.10032123,.047442552,.25129727,.58710158,.2467289,.038051929,.28478083,.2900025,.047514196,.10360412,4047,.00053616363,.0065822601,-.046539836,.0001489222,.0013539798,.015050189,.0028387674,.0046193781,.0016674803,.0086536044,.0032693616,.0056622252,.0013335198,.0031833798,-.016113162,-.0012565603,.15657856,1.2308058,-2.3751788,-.11297063,,.80558324,10.616305,10.655656,10.158397,10.319784,,10.854868,.564538,.6734634,.24888954,.33099154,,.64511591,.28352049,.1740229,.38068715,.18613605,,.26266652,.049508985,.029330885,.095483355,.028411482,,.041810896,.07718683,.010932091,.27734569,.094778709,,.025106641,.19012731,.058158837,.49723512,.17626935,,.1121662,3.061856,.89835918,-.38197637,,City
100240,2018,Autauga County,Pre-Kindergarten,12,1,AL,0,.47582999,0,.52416998,0,0,0,.47582999,0,0,0,0,0,.37947443,.14469558,0,727.5,.0025200457,.024742268,.032760594,.25383735,.6611684,.39864561,.067918651,.46656427,.48748565,.015909091,.11417749,4365,.041114885,-.022095764,-.020782322,-.073993817,.093097612,.025855552,.029329088,.047944352,.10981075,.0079720104,.039406803,.058111064,.10591988,.019225983,.023287959,.038750593,.32000768,,-1.6620519,1.371769,,.72362554,10.887115,,10.135464,11.101159,,10.987402,.2767635,,.1912684,.33539942,,.29365075,.15291943,,.33042729,.037665844,,.10910455,.043733958,,.059778135,.026239075,,.040831946,.12700203,,.28127763,.11267661,,.087169349,.15824811,,.32733193,.045737538,,.1280075,2.3466625,-.43827742,,,Rural
100270,2018,Baldwin County,Pre-Kindergarten,12,1,AL,.27586427,.084233604,.25905567,.38084647,0,0,.27586427,.01487036,0,.069363244,.21488942,.044166245,0,.30630401,.074542448,0,2450.8333,.0027881672,.0080924854,.097653858,.11730704,.70737845,.4204874,.083856948,.50434434,.502168,.036445092,.14794102,14705,.09213648,.12977029,.093996987,-.10081631,.14761966,.11269975,.11272816,.14333713,.11991359,.096616738,.14595862,.18708943,.11507472,.089899652,.028390093,-.0073178434,.63133961,.79310167,-1.2773788,-.10605808,-.16164336,.83401036,10.838152,10.411077,10.255247,10.597006,10.784987,10.898063,.31337982,.21537569,.18045841,.26817423,.14554332,.32962477,.10578638,.10198008,.22024806,.18463159,.18308868,.089232512,.045501955,.027353743,.082591891,.027326416,.054675456,.042961035,.075517684,.014357208,.19931327,.12889256,.12670043,.064844266,.14579019,.088685937,.36834165,.23444772,.19549373,.12123449,2.0920775,.93023682,-.034936614,.96769381,Rural
100300,2018,Barbour County,Pre-Kindergarten,12,1,AL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,56.666668,.0029411765,0,.15882353,.75882351,.070588239,.94724572,.032413106,.97965884,.77456647,.072815537,.099514566,340,0,0,0,,-4.2863268e-09,-2.1776247e-09,-2.4009209e-08,1.3915710e-08,0,0,0,0,0,0,0,,-1.2941614,,-2.7788255,,,-.085993245,10.355264,,10.002476,,,10.558387,.084880926,,.045776598,,,.12697795,.25051501,,.39118472,,,.13271697,.068586305,,.10297596,,,.051838059,.25357589,,.35198051,,,.1564327,.23520114,,.44512531,,,.091203973,2.5397103,,,,Rural
100330,2018,Bessemer City,Pre-Kindergarten,12,1,AL,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,284.16666,0,0,.095601171,.88387096,.017595308,.89390105,.029366452,.92326754,.72603548,.040443212,.099722989,1705,.0353566,.0090237958,,,.080016859,.050092373,.010050391,.03250562,.013815714,.032367066,.006406791,.03554194,.010877977,.0035350721,,,-2.2154989,,-2.8077338,-.71846467,,-.57320505,10.275084,,10.202126,10.342151,,10.439329,.13863273,,.13625473,.11767638,,.13807383,.26605281,,.29078406,.21769133,,.1568509,.12218021,,.15598674,.053018488,,.065405414,.29005668,,.36972314,.17701627,,.11642962,.3949427,,.51406372,.18335456,,.1500414,1.8760215,.70146894,,,Suburb
100360,2018,Bibb County,Pre-Kindergarten,12,1,AL,0,0,.58763838,.41236162,0,0,0,0,0,0,.096555963,.4910824,0,0,.41236162,0,244,0,.0034153005,.034153007,.23292349,.71448088,.53802389,.088271551,.62629539,.65479451,.01447936,.16050524,1464,.047231764,.0090860231,,-.032758906,.1513073,.043692421,.012598516,.016646147,.14947577,.012047363,.017237622,.02066372,.14396428,.028273748,,-.053839564,-.20887245,,-1.1901535,,,.0033751966,10.63912,,10.360472,,,10.745186,.11558725,,.061530564,,,.1318029,.13885294,,.13535136,,,.13740447,.071578026,,.093609236,,,.063988239,.12294272,,.22356153,,,.099508323,.18276633,,.3376227,,,.15075934,1.353839,,,,Rural
100390,2018,Birmingham City,Pre-Kindergarten,12,1,AL,.97757959,0,0,.022420393,0,.97757959,0,0,0,0,0,0,0,.022420393,0,0,1817,.001926252,.00064208399,.071913414,.90570539,.01137406,.86117148,.040894631,.90206611,.70993859,.10954214,.3447139,10902,.021501789,.010490875,.064590484,.0011642755,.17201264,.32434961,.073969163,.093869016,.028328277,.25871977,.067040123,.11777295,.026384702,.0246254,.010538787,-.014988696,-1.5980078,.81209952,-2.4411035,-.80291468,,.64961022,10.380133,10.797153,10.220953,10.508672,,10.813225,.2604357,.75583452,.1564496,.1782725,,.52449405,.27045804,.14778493,.2969932,.28870416,,.17743973,.10235827,.044106308,.12751006,.058255389,,.053403337,.23320466,.017091146,.30560976,.17387293,,.060451888,.42535904,.13973875,.52260017,.21449871,,.14352708,3.0781319,1.3972392,-.1476111,,City
100420,2018,Blount County,Pre-Kindergarten,12,1,AL,0,0,0,1,0,0,0,0,0,0,0,0,0,.098404936,.90159506,0,593.16669,.0016858669,.0016858669,.15285192,.017139645,.8215791,.45747626,.099102996,.55657923,.56367254,.046822742,.12438899,3559,.0023774405,.093892433,-.073073953,-.030688802,.086700156,.15820333,.035547167,.045731373,.012387406,.12038202,.048158482,.060983974,.0055334144,.11439239,-.049278595,.013673197,.20810603,,,-.68435615,,.31070614,10.704814,,,10.393401,,10.728761,.12086467,,,.040048312,,.12694302,.14839704,,,.36363038,,.12023022,.042607777,,,.041398283,,.041782849,.094450347,,,.12615752,,.091252707,.12947603,,,.079341598,,.13164534,,1.0173819,,,Rural
100450,2018,Brewton City,Pre-Kindergarten,12,1,AL,0,0,.68210149,.31789848,0,0,0,0,0,0,0,.68210149,0,.31789848,0,0,85.5,.007797271,.0038986355,.021442495,.32943469,.6276803,.49591473,.02986189,.52577662,.5108481,.0062333038,.089937665,513,0,0,0,0,-1.3313199e-10,2.1337625e-09,-1.9246171e-09,-3.7167052e-09,0,0,0,0,0,0,0,0,-.84707546,,-2.6353378,,,.83791983,10.519078,,10.120032,,,10.91779,.24797073,,.16672574,,,.32472256,.21987559,,.3939372,,,.1040075,.068706587,,.14793819,,,.039827064,.18717755,,.28810167,,,.085877642,.22659145,,.42615789,,,.099979229,3.0930593,,,,Town
100480,2018,Bullock County,Pre-Kindergarten,12,1,AL,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,112,0,.0014880953,.14285715,.84523809,.010416667,.87833816,.036595512,.91493368,.76583213,.085499316,.11012312,672,0,0,,0,-5.9294218e-09,1.2819376e-08,-1.2904643e-08,-7.3156050e-09,0,0,0,0,0,0,,0,-1.5471052,,-2.7808363,,,1.1129801,10.43214,,9.9515448,,,10.959894,.13452291,,.079422049,,,.30984658,.27124849,,.38010368,,,.062554948,.086248934,,.13120684,,,.047832228,.22813582,,.31356466,,,.02198747,.29010162,,.44509563,,,.073638439,3.6038275,,,,Town
100510,2018,Butler County,Pre-Kindergarten,12,1,AL,0,0,.50441033,.49558967,0,0,0,0,0,0,0,.50441033,0,.2022215,0,.29336819,226.83333,.0022042615,.0036737693,.011021308,.63482732,.33357826,.76022577,.066262558,.82648832,.84432912,.0026135249,.10160078,1361,.057177912,.021593064,.041606665,.042965606,.14612779,.096275017,.044546101,.051782709,.18793413,.019167734,.0546805,.042059872,.18524463,.10735276,.17990692,.18001798,-.84243542,,-2.3729482,,,.27736154,10.483221,,10.084429,,,10.713681,.16161276,,.097307228,,,.20673956,.22343393,,.33703801,,,.12473151,.06602107,,.10624449,,,.041978285,.18196441,,.28118175,,,.10716071,.26486573,,.45763737,,,.14795263,2.5844188,,,,Town
100540,2018,Calhoun County,Pre-Kindergarten,12,1,AL,0,.41033047,0,.58966953,0,0,0,0,0,.41033047,0,0,0,.48081812,.1088514,0,651.5,.0038372986,.0076745972,.041954465,.14888719,.7958557,.50454009,.076864392,.58140451,.6225937,.015370391,.13093725,3909,.10531733,.061024498,-.01838995,.014768203,.15899736,.13866311,.03551637,.060779911,.15065461,.060313243,.0483687,.076890796,.15521626,.13750179,-.0047765002,.057268351,-.10479897,,-1.2593441,-.94372439,,.090455197,10.771151,,10.452805,10.603483,,10.809748,.14974011,,.1242991,.063564725,,.15506957,.1412286,,.23132782,.23280825,,.12286159,.070562802,,.09669923,.070252508,,.060948659,.14605305,,.2502827,.16581918,,.13000897,.17064346,,.27934879,.20030951,,.15643194,1.416847,1.1473035,,,Rural
100600,2018,Chambers County,Pre-Kindergarten,12,1,AL,0,0,.78543955,.21456043,0,0,0,0,0,0,0,.78543955,0,0,.21456043,0,282,.0029550828,.0076832152,.027186761,.47695035,.47872341,.65988731,.066039741,.72592705,.47200483,.0068719075,.1682243,1692,.072310932,.0057533779,-.018854052,-.0092889722,.12576479,.069288462,.052017685,.031207941,.15185334,.038870666,.059265696,.042249352,.14604414,.026248639,.016521832,.036242645,-.29634723,,-1.5567392,,,.32682821,10.530777,,10.288,,,10.683494,.12137086,,.050495781,,,.14788251,.1509425,,.18349516,,,.12866767,.046545915,,.065124035,,,.038942203,.13624085,,.24212874,,,.089540392,.22986002,,.45371422,,,.12242319,1.8769115,,,,Town
100630,2018,Cherokee County,Pre-Kindergarten,12,1,AL,0,0,.26988924,.73011076,0,0,0,0,0,0,0,.26988924,0,.28121853,.44889224,0,300.83334,.041551247,.0033240998,.016066482,.041551247,.88698059,.5276196,.098691806,.62631142,.67463851,.0032729104,.12487412,1805,.012163262,-.029868007,-.0012431622,.0036424757,.14363979,.10210795,.007893634,.032148905,.040316124,.015708432,.010891736,.039257564,.027839985,.02071278,.02477441,.0066603059,-.17566942,,-.8099193,,,-.096069992,10.529836,,10.38044,,,10.54333,.12948282,,.14521417,,,.13059251,.14854702,,.158334,,,.14244647,.055685863,,.094669402,,,.04707725,.15505451,,.12968171,,,.15158185,.13975352,,.3226504,,,.13150793,1.0204006,,,,Rural
100660,2018,Chilton County,Pre-Kindergarten,12,1,AL,0,0,0,1,0,0,0,0,0,0,0,0,0,.46839231,.53160769,0,585.16669,.00056963827,.0042722872,.16462547,.11392765,.69239533,.55222028,.089659944,.64188027,.67966968,.049297608,.10223725,3511,-.0034890573,.027781695,-.0068280697,-.020047328,.047447562,.090505466,.013000525,.017236421,.036419626,.084335506,.017709926,.020671908,.011901054,.057844598,.021402664,.014138659,-.48797506,,-2.3583438,-1.3814782,,-.1337159,10.628045,,10.253037,10.437505,,10.683715,.14196241,,.072060622,.034385029,,.15654267,.1830221,,.26856652,.25937083,,.16300811,.072195292,,.10997734,.089841105,,.059821285,.17761487,,.3137913,.19222558,,.14724612,.19411132,,.47246388,.22161019,,.14679798,2.2456245,1.3028678,,,Rural
100690,2018,Choctaw County,Pre-Kindergarten,12,1,AL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,100.5,.0016583748,0,.0082918741,.66832507,.31509122,.77682155,.057320386,.83414191,.70136517,0,.12382331,603,.06915883,.036315382,-.0095588565,,.11299589,.13992985,.015505382,.040912315,.13807352,.038174976,.016451219,.048014399,.13673387,.064053833,.20475757,,-1.2511039,,-2.7789028,,,.039944846,10.376985,,10.092074,,,10.748551,.13096248,,.10566591,,,.15203227,.20763852,,.33684492,,,.11761519,.085643649,,.15650845,,,.055371489,.23457675,,.35537988,,,.12757772,.25986573,,.41747111,,,.14350368,2.6863065,,,,Rural
100720,2018,Clarke County,Pre-Kindergarten,12,1,AL,0,0,.42934155,.57065845,0,0,0,0,0,0,0,0,.42934155,.1986908,0,.37196764,183.66667,.0036297641,.006352087,.016333938,.64972776,.30943739,.727386,.055956516,.78334254,.56541628,.0026954177,.10743165,1102,.002296726,-.008229713,-.047445703,-.018117346,.0024664777,.084354281,.0059383372,.01144154,.0030838815,.027004361,.0067759845,.014983495,.0026439626,-.0058402023,-.001896143,-.000059574842,-1.3668119,,-3.0399365,,,-.088900857,10.395907,,9.9448223,,,10.631498,.11140887,,.043215986,,,.16645575,.27170989,,.4214288,,,.14532313,.1122456,,.20423575,,,.065530546,.19428088,,.30591092,,,.10966682,.18904932,,.31524932,,,.11063042,2.8388898,,,,Rural
100750,2018,Clay County,Pre-Kindergarten,12,1,AL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,143,.0011655012,.0011655012,.059440561,.16550116,.72843826,.55699438,.12458205,.68157643,.71126759,.010465724,.11983255,858,-.0016048849,-.0014555355,.012944996,0,.0051180003,.012918063,.000034706412,.00092755351,.0047141924,.0068668327,.000047601199,.0011144509,.006219238,.010045081,-.067735285,0,-.4796108,,-1.4317268,,,-.16270922,10.544305,,10.22381,,,10.631869,.1028328,,.03288658,,,.1156702,.17655532,,.2641739,,,.13847677,.062095881,,.054324098,,,.059093159,.1521021,,.24600318,,,.12113892,.20324568,,.32099301,,,.15912013,1.3922755,,,,Rural
