sedalea,sedaleaname,year,fips,stateabb,multi_comp,subcat,subgroup,gap,gradecenter,tot_asmts,cellcount,mn_asmts,flag_estasmt,cs_mn_avg_ol,cs_mn_avg_ol_se,cs_mn_avg_ol_se_adj,cs_mn_avg_eb,cs_mn_avg_eb_se,cs_mn_avg_eb_se_adj,sedaleaname_cov,gslo,gshi,urban,suburb,town,rural,locale_city_large,locale_city_midsize,locale_city_small,locale_suburb_large,locale_suburb_midsize,locale_suburb_small,locale_town_fringe,locale_town_distant,locale_town_remote,locale_rural_fringe,locale_rural_distant,locale_rural_remote,avgrdall,pernam,perasn,perhsp,perblk,perwht,perfl,perrl,perfrl,perecd,perell,perspeced,totenrl,diffexpecd_blkwht,diffexpecd_hspwht,diffexpecd_namwht,diffexpecd_asnwht,hswhtblk,hswhthsp,hsflnfl,hsecdnec,rswhtblk,rswhthsp,rsflnfl,rsecdnec,diffexpmin2_blkwht,diffexpmin2_hspwht,diffexpmin2_namwht,diffexpmin2_asnwht,sesall,sesasn,sesblk,seshsp,sesnam,seswht,lninc50all,lninc50asn,lninc50blk,lninc50hsp,lninc50nam,lninc50wht,baplusall,baplusasn,baplusblk,baplushsp,baplusnam,bapluswht,povertyall,povertyasn,povertyblk,povertyhsp,povertynam,povertywht,unempall,unempasn,unempblk,unemphsp,unempnam,unempwht,snapall,snapasn,snapblk,snaphsp,snapnam,snapwht,single_momall,single_momasn,single_momblk,single_momhsp,single_momnam,single_momwht,seswhtblk,seswhthsp,seswhtasn,seswhtnam,urbanicity
100005,Albertville City,2018,1,AL,0,all,all,0,5.5,5103,12,425.25,0,-0.3772012401483257,0.0155639761156186,0.0197465492959075,-0.3822170327690331,0.0143060646080712,0.0187183505089892,Albertville City,Pre-Kindergarten,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,427.16666,0.0019508388,0.0046820133,0.48653921,0.0351151,0.4432306,0.60170835,0.059942406,0.66165078,0.42459852,0.17096062,0.074898787,2563,0,0,0,0,-2.5514169e-9,7.3954456e-9,-1.6912114e-8,-1.8220596e-10,0,0,0,0,0,0,0,0,-0.63051403,NA,NA,-2.1851752,NA,-0.021480026,10.512168,NA,NA,10.162606,NA,10.636681,0.16527621,NA,NA,0.1016611,NA,0.18979575,0.26666874,NA,NA,0.51380271,NA,0.146626,0.02448974,NA,NA,0.024549397,NA,0.026117381,0.19914623,NA,NA,0.3087872,NA,0.14428824,0.20936646,NA,NA,0.21398382,NA,0.19180712,NA,1.961794,NA,NA,Town
100006,Marshall County,2018,1,AL,0,all,all,0,5.5,5221,12,435.0833333333333,0,-0.437644774923517,0.0152638615338989,0.0195108771072496,-0.4353207537654652,0.0142592002669735,0.0186825574657413,Marshall County,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0.20981985,0.79018015,0,434.66666,0.0038343559,0.0030674846,0.24731596,0.0088190185,0.72162575,0.65125066,0.083473504,0.73472416,0.78300804,0.069808647,0.13997166,2608,0.020336131,0.093995839,-0.085119478,-0.11034141,0.11182611,0.18522926,0.051068153,0.089512981,0.010246616,0.17463377,0.066985205,0.094980061,-0.037888937,0.16857073,-0.073398285,-0.070373416,-0.19300523,NA,NA,-1.4288452,NA,-0.038237963,10.598926,NA,NA,10.352661,NA,10.62876,0.17039001,NA,NA,0.04988955,NA,0.17783734,0.19711918,NA,NA,0.39244294,NA,0.165635,0.06302654,NA,NA,0.047858071,NA,0.061028823,0.12775491,NA,NA,0.22281331,NA,0.11488948,0.14722872,NA,NA,0.19901778,NA,0.1412569,NA,1.3869601,NA,NA,Rural
100007,Hoover City,2018,1,AL,0,all,all,0,5.5,12861,12,1071.75,0,0.3237703853212963,0.0115564751635858,0.0167702407488604,0.3262241223040737,0.011150475598822,0.016433084533556,Hoover City,Pre-Kindergarten,12,0.94032937,0,0,0.059670635,0,0,0.94032937,0,0,0,0,0,0,0.059670635,0,0,1067.3334,7.80762e-4,0.071361646,0.08557152,0.24234854,0.55356026,0.17941895,0.044978522,0.22439747,0.25633058,0.12468164,0.21179473,6404,0.018517166,0.04065242,0.065857641,-0.019488618,0.037545417,0.047005903,0.039548252,0.042906828,0.044694632,0.039724972,0.036330186,0.047134176,0.039913956,0.041479204,0.090025187,0.015363261,1.5054671,1.8016653,0.28969014,-0.060908318,NA,1.8447303,11.242557,11.178123,10.829409,10.737166,NA,11.359176,0.57104564,0.67007113,0.42992163,0.24795665,NA,0.61279541,0.068580411,0.10847115,0.093640782,0.23105909,NA,0.045883629,0.035610382,0.017011076,0.043088596,0.046391767,NA,0.033227678,0.039828368,0.018225187,0.091376804,0.17634027,NA,0.021958211,0.12225367,0.039861023,0.34760788,0.083492838,NA,0.08459606,1.5456799,1.7647204,-0.15941548,NA,City
100008,Madison City,2018,1,AL,0,all,all,0,5.5,9524,12,793.6666666666666,0,0.5810987147987282,0.0139498275985748,0.0185009877195278,0.5889828709551952,0.0132625503525788,0.0179334437033649,Madison City,Pre-Kindergarten,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,791,0.0069532236,0.09439528,0.050568901,0.19911504,0.59818792,0.15508941,0.047653496,0.2027429,0.21833053,0.047748011,0.1537381,4746,-6.5223378e-4,0.0034931626,0.0032581538,-0.0054168901,0.016798807,0.024482906,0.010583298,0.007251143,0.018531755,0.01474346,0.008673328,0.007625049,0.015144761,0.016089769,0.0091396151,0.0093564643,1.4612418,1.9831414,0.018488329,-0.38542297,NA,1.8424666,11.299636,11.538354,10.948934,10.698947,NA,11.414625,0.57296783,0.70876384,0.41135958,0.34479371,NA,0.61008179,0.064316057,0.064102679,0.07502421,0.27183229,NA,0.045555197,0.046591111,0.040140722,0.080010675,0.035042111,NA,0.040669903,0.049092568,0.011528214,0.15578796,0.18166569,NA,0.020365307,0.1269996,0.080050953,0.33688268,0.17324789,NA,0.085549198,1.7624149,1.5432212,-0.23590906,NA,Suburb
100011,Leeds City,2018,1,AL,0,all,all,0,5.5,1812,12,151,0,-0.4438033650434117,0.0267156869361138,0.0293499026410072,-0.4288979763513231,0.0224647863123591,0.0255025446821886,Leeds City,Pre-Kindergarten,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,154.83333,0.0021528525,0.0064585577,0.14101183,0.2174381,0.60818082,0.44564047,0.081808396,0.52744889,0.52980131,0.05319149,0.14133738,929,0,0,0,0,-3.6927561e-9,-6.8170496e-9,-7.9371123e-9,-7.4115523e-9,0,0,0,0,0,0,0,0,0.62887734,NA,-0.21026199,NA,NA,0.75670028,10.938816,NA,10.752775,NA,NA,10.976669,0.28802595,NA,0.19156392,NA,NA,0.30161721,0.10748646,NA,0.17692833,NA,NA,0.078059018,0.053173296,NA,0.032038663,NA,NA,0.054496814,0.063688211,NA,0.17661536,NA,NA,0.049202934,0.15702477,NA,0.26443949,NA,NA,0.14245753,1.0469428,NA,NA,NA,Suburb
100012,Boaz City,2018,1,AL,0,all,all,0,5.5,2251,12,187.5833333333333,0,-0.38395622543249,0.0226601306974874,0.0257132335538604,-0.3752902914858114,0.0198807609651349,0.023258499903474,Boaz City,Pre-Kindergarten,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,184.16667,0.0027149322,0.0081447968,0.31855205,0.022624435,0.61176473,0.6034863,0.082631141,0.68611741,0.70304114,0.089182496,0.080099091,1105,0,0,0,0,1.1916216e-8,4.8226828e-10,4.188923e-9,-1.1919457e-8,0,0,0,0,0,0,0,0,-0.24583293,NA,NA,-0.85043049,NA,-0.074313618,10.536872,NA,NA,10.540324,NA,10.549372,0.197519,NA,NA,0.002628193,NA,0.21253559,0.18955378,NA,NA,0.25443545,NA,0.14890483,0.049847659,NA,NA,0.016080497,NA,0.04783529,0.14250694,NA,NA,0.18027182,NA,0.11341596,0.17546459,NA,NA,0.066461451,NA,0.16539986,NA,1.0544367,NA,NA,Town
100013,Trussville City,2018,1,AL,0,all,all,0,5.5,4386,12,365.5,0,0.4338657371736172,0.0165266747023847,0.0205138936646996,0.429930163186263,0.0154320121976379,0.0195923495700519,Trussville City,Kindergarten,12,0,0.67644501,0,0.32355496,0,0,0,0.67644501,0,0,0,0,0,0.32355496,0,0,363.16666,0.004589261,0.021110602,0.016980266,0.11519045,0.8155117,0.062672377,0.019527623,0.082199998,0.090743273,0.0039113429,0.079096042,2179,0.0063345083,0.0059129931,0.002688861,0.0053901956,0.0097240955,0.038599424,0.018082103,0.020405233,0.0071912976,0.006930117,0.010049319,0.014736934,0.0071481094,0.0061563081,-0.0037383945,-7.6101843e-4,1.3549881,NA,0.34819734,NA,NA,1.4036027,11.284469,NA,11.221034,NA,NA,11.288831,0.42551664,NA,0.34059393,NA,NA,0.43070981,0.054124974,NA,0.11973057,NA,NA,0.054776855,0.037835069,NA,0.086178213,NA,NA,0.035968386,0.045106996,NA,0.049651902,NA,NA,0.04070691,0.13537644,NA,0.29629001,NA,NA,0.12701903,1.0649579,NA,NA,NA,Suburb
100030,Alexander City,2018,1,AL,0,all,all,0,5.5,2721,12,226.75,0,-0.3925794417642767,0.020613833768466,0.0239294588154874,-0.3909021430600935,0.0182574659029154,0.0218871702694339,Alexander City,Pre-Kindergarten,12,0,0,0.73350751,0.26649249,0,0,0,0,0,0,0,0.73350751,0,0.26649249,0,0,226.66667,0.0036764706,0.010294118,0.089705884,0.40808824,0.48161766,0.57812279,0.044536121,0.62265891,0.65631932,0.026929392,0.15402299,1360,0,0,0,0,1.1384349e-8,-3.0062841e-10,-1.5530004e-8,7.3831927e-9,0,0,0,0,0,0,0,0,-1.1847526,NA,-3.731921,NA,NA,0.23389079,10.45897,NA,9.9267025,NA,NA,10.694923,0.16315755,NA,0.043889213,NA,NA,0.22460279,0.21453081,NA,0.39594299,NA,NA,0.10129481,0.084314108,NA,0.16796726,NA,NA,0.041696616,0.24478605,NA,0.44238988,NA,NA,0.1340116,0.26042968,NA,0.51532376,NA,NA,0.1480113,3.6942673,NA,NA,NA,Town
100060,Andalusia City,2018,1,AL,0,all,all,0,5.5,1648,12,137.3333333333333,0,-0.4672716216070273,0.0288888412957718,0.0313409318301236,-0.4247483427872877,0.0236401596290522,0.0265437433022198,Andalusia City,Pre-Kindergarten,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,135.16667,0.0012330456,0.013563502,0.023427866,0.32922319,0.61528975,0.52448547,0.068926275,0.59341174,0.62971985,0.0078651682,0.13988765,811,0,0,0,0,-1.7149439e-8,9.97548e-9,2.5883975e-9,7.6367188e-9,0,0,0,0,0,0,0,0,-0.6763348,NA,-1.9452571,NA,NA,-0.22441775,10.423781,NA,10.247476,NA,NA,10.528433,0.22072816,NA,0.064429112,NA,NA,0.28049698,0.17088512,NA,0.2663444,NA,NA,0.13411553,0.075656876,NA,0.12551801,NA,NA,0.05684549,0.15567978,NA,0.22680615,NA,NA,0.13405222,0.24878791,NA,0.40821728,NA,NA,0.18768489,1.819236,NA,NA,NA,Town
100090,Anniston City,2018,1,AL,0,all,all,0,5.5,1676,12,139.6666666666667,0,-0.8529206491208605,0.0263049594235895,0.0289765378685041,-0.8429751794354202,0.0215248368524333,0.0246785688955203,Anniston City,Pre-Kindergarten,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,143.16667,0.0011641444,0.0034924331,0.046565775,0.8917346,0.053550642,0.86458749,0.040823415,0.90541089,0.80190933,0.011811024,0.10875984,859,0.0096153617,0.0044629374,0.0079268217,-0.0107418,0.051907543,0.061649278,0.03056005,0.0058373222,0.017572727,0.07350453,0.026007893,0.0053469287,0.015714208,0.0072275996,0.0088276863,0.034033716,-1.7171451,NA,-3.4903591,NA,NA,0.24368741,10.346536,NA,9.9414997,NA,NA,10.634893,0.20554031,NA,0.11543042,NA,NA,0.27313906,0.27189726,NA,0.40567937,NA,NA,0.1186652,0.10141472,NA,0.17828105,NA,NA,0.04421309,0.25153291,NA,0.37131685,NA,NA,0.10806826,0.35579026,NA,0.54143775,NA,NA,0.15865269,3.5331631,NA,NA,NA,City
100100,Arab City,2018,1,AL,0,all,all,0,5.5,2328,12,194,0,0.3471791722284495,0.0216815180564597,0.024855121842404,0.3440880399673133,0.0193472807155081,0.0228041757643582,Arab City,Pre-Kindergarten,12,0,0,0.23357664,0.76642334,0,0,0,0,0,0,0,0.23357664,0,0.76642334,0,0,195.66667,0.0025553664,0.009369676,0.020442931,0.0025553664,0.95229983,0.28875637,0.097103916,0.38586029,0.40120274,0.007683442,0.10948905,1174,0,0,0,0,-9.6381703e-9,-3.6332595e-9,9.5555519e-9,-2.2308596e-8,0,0,0,0,0,0,0,0,-0.23002423,NA,NA,NA,NA,-0.15663482,10.593863,NA,NA,NA,NA,10.594273,0.24958685,NA,NA,NA,NA,0.2533963,0.16435815,NA,NA,NA,NA,0.14538811,0.056247197,NA,NA,NA,NA,0.04827996,0.16055429,NA,NA,NA,NA,0.15922548,0.2060487,NA,NA,NA,NA,0.19748382,NA,NA,NA,NA,Rural
100120,Athens City,2018,1,AL,0,all,all,0,5.5,3303,12,275.25,0,-0.1068538933842142,0.0208208776721829,0.0241080443754396,-0.1088103576354097,0.0185095503432632,0.0220978871188371,Athens City,Pre-Kindergarten,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,272.5,0.0073394496,0.012232416,0.19633028,0.19388379,0.5174312,0.46918806,0.050094549,0.51928264,0.57056332,0.090909094,0.14021088,1635,0.0017206172,0.0093965335,0.027819017,-0.020365814,0.0056743515,0.008516252,0.004177066,0.0070807566,0.0069497013,0.010826095,0.0057392586,0.0091022961,0.0062039942,0.0090585202,0.024824649,-0.021977857,-0.14042054,NA,-1.2754546,-1.3715529,NA,0.22052468,10.718935,NA,10.260093,10.408845,NA,10.80523,0.28698492,NA,0.10541061,0.093184099,NA,0.33742595,0.1456814,NA,0.18435997,0.3135289,NA,0.10523348,0.088987209,NA,0.079451077,0.069273345,NA,0.080573924,0.14098556,NA,0.20571284,0.23581199,NA,0.11389101,0.1813599,NA,0.37049508,0.20327266,NA,0.13490227,1.5407293,1.4663072,NA,NA,Town
100180,Attalla City,2018,1,AL,0,all,all,0,5.5,1252,12,104.3333333333333,0,-0.2471472530231049,0.0299818149889975,0.0323511682416978,-0.2720318090806209,0.0242916664184344,0.0271256007968775,Attalla City,Pre-Kindergarten,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,105.5,0.0015797789,0.0015797789,0.094786733,0.1342812,0.73143762,0.60951966,0.089696929,0.6992166,0.7184,0.027504912,0.1237721,633,0,0,0,0,1.5395074e-8,-9.3776977e-9,6.4925749e-9,-9.674781e-9,0,0,0,0,0,0,0,0,-0.58428323,NA,NA,NA,NA,-0.29802907,10.535812,NA,NA,NA,NA,10.576266,0.065959744,NA,NA,NA,NA,0.072543278,0.093434669,NA,NA,NA,NA,0.092476711,0.077496223,NA,NA,NA,NA,0.058486387,0.14759435,NA,NA,NA,NA,0.1217095,0.23265833,NA,NA,NA,NA,0.15794362,NA,NA,NA,NA,Suburb
100185,Saraland City,2018,1,AL,0,all,all,0,5.5,2781,12,231.75,0,0.3181231350982965,0.0215443538658591,0.0247355622548896,0.3182327652215843,0.0192751685107772,0.0227430271143911,Saraland City,Pre-Kindergarten,12,0,0.85474497,0,0.145255,0,0,0,0.85474497,0,0,0,0,0,0.145255,0,0,233.5,0.012847966,0.014275517,0.023554605,0.14632405,0.76088506,0.38741609,0.091236494,0.47865257,0.49964055,0.015879029,0.19299129,1401,0,0,0,0,1.42251e-8,-1.1106454e-8,-8.0217122e-9,-1.4140121e-8,0,0,0,0,0,0,0,0,0.28507,NA,-1.7588756,NA,NA,0.68057036,10.949629,NA,10.512375,NA,NA,11.044342,0.17693886,NA,0.086726151,NA,NA,0.19592611,0.10988656,NA,0.25146812,NA,NA,0.072988018,0.065566987,NA,0.12926519,NA,NA,0.04993508,0.092110381,NA,0.24599585,NA,NA,0.067156501,0.17528267,NA,0.36885589,NA,NA,0.14823689,2.3251092,NA,NA,NA,Suburb
100188,Chickasaw City,2018,1,AL,0,all,all,0,5.5,1085,12,90.41666666666669,0,-0.90512049054254,0.0336226534536106,0.035751526985987,-0.9208244810259034,0.0263167913214191,0.0289531805966493,Chickasaw City,Pre-Kindergarten,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,94.333336,0.0017667845,0,0.022968197,0.71024734,0.22614841,0.83339667,0.053522374,0.88691908,0.7845304,0.01038961,0.16017316,566,0,0,0,NA,4.3163904e-9,3.7545851e-9,7.7412015e-9,-1.877927e-8,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Suburb
100189,Satsuma City,2018,1,AL,0,all,all,0,5.5,1346,12,112.1666666666667,0,0.0579171807069318,0.0275259593341144,0.0300893219237569,0.0392393598853008,0.0230710935113006,0.0260382126309439,Satsuma City,Pre-Kindergarten,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,113.33334,0.022058824,0.01764706,0.0088235298,0.10147059,0.82794118,0.33107954,0.099847473,0.43092701,0.44362018,0.0020505809,0.1038961,680,0,0,0,0,-8.1175244e-9,5.9955516e-9,-1.7642648e-8,-4.6552699e-9,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Suburb
100190,Alabaster City,2018,1,AL,0,all,all,0,5.5,5667,12,472.25,0,-0.057685702657323,0.0151074490578172,0.0193887563707088,-0.0596481302631841,0.0141029125700758,0.018563547725752,Alabaster City,Pre-Kindergarten,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,470.66666,0.0028328612,0.013101983,0.18909349,0.19334278,0.5651558,0.29013526,0.042026244,0.33216152,0.35061729,0.070307389,0.096958794,2824,-2.9330453e-5,0.0015763839,-0.0027737021,-0.010198836,2.0934949e-7,6.4108858e-4,5.6399329e-4,0.0020323060000000002,2.5498869e-7,7.3647778e-4,7.1145501e-4,0.0027255767,-9.0748072e-6,4.8770508e-4,-8.5814297e-4,-0.0031553556,1.0203935,NA,0.5503816,-0.94316667,NA,1.2964175,11.167023,NA,11.187877,10.534898,NA,11.197297,0.34980607,NA,0.35233057,0.10375599,NA,0.3724041,0.10558347,NA,0.064463429,0.39416781,NA,0.065700181,0.039652441,NA,0.049096655,0.044797461,NA,0.038284287,0.060119845,NA,0.13581467,0.16203435,NA,0.041879866,0.12356309,NA,0.26987892,0.15999386,NA,0.098589629,0.77550304,1.8186814,NA,NA,Suburb
100194,Pelham City,2018,1,AL,0,all,all,0,5.5,3002,12,250.1666666666667,0,-0.073190116894869,0.020123455958422,0.0235083460983266,-0.0780978380201087,0.0179573040095263,0.0216374196358443,Pelham City,Kindergarten,12,0,0.80879599,0,0.191204,0,0,0,0.80879599,0,0,0,0,0,0.191204,0,0,248.33333,0.0020134228,0.030201342,0.30671141,0.14630872,0.48657718,0.33685344,0.046347015,0.38320047,0.43920267,0.1275733,0.089207739,1490,-0.0014842799,0.0018401692,0.022604987,-0.0089070695,0.0016248712,0.0025937269,6.7065045e-4,0.0050947377,0.0017442192,0.0034358467,8.805187e-4,0.0070195361,-0.0010398725,0.0019062161,-0.013327509,-0.0037280172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Suburb
100195,Pike Road City,2018,1,AL,0,all,all,0,5.5,1763,12,146.9166666666667,0,-0.1224021009290043,0.0281580319221064,0.0306686096570178,-0.1501739949854023,0.0232219235876885,0.0261719486534632,Pike Road City,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,149,0.0055928412,0.080536909,0.085011184,0.30089486,0.52237135,0.16113815,0.017041015,0.17817916,0.1608154,0.072759673,0.12732944,894,0,0,0,0,8.7529317e-10,1.2556401e-8,2.5025992e-8,1.1977182e-8,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural
100210,Auburn City,2018,1,AL,0,all,all,0,5.5,8051,12,670.9166666666666,0,0.3789705987549904,0.0146784690575422,0.0190563981497392,0.3832330477217798,0.0138835954611172,0.0183974830923968,Auburn City,Pre-Kindergarten,12,0.87368178,0,0,0.12631823,0,0,0.87368178,0,0,0,0,0,0,0.12631823,0,0,674.5,4.9419323e-4,0.10032123,0.047442552,0.25129727,0.58710158,0.2467289,0.038051929,0.28478083,0.2900025,0.047514196,0.10360412,4047,5.3616363e-4,0.0065822601,-0.046539836,1.489222e-4,0.0013539798,0.015050189,0.0028387674,0.0046193781,0.0016674803,0.0086536044,0.0032693616,0.0056622252,0.0013335198,0.0031833798,-0.016113162,-0.0012565603,0.15657856,1.2308058,-2.3751788,-0.11297063,NA,0.80558324,10.616305,10.655656,10.158397,10.319784,NA,10.854868,0.564538,0.6734634,0.24888954,0.33099154,NA,0.64511591,0.28352049,0.1740229,0.38068715,0.18613605,NA,0.26266652,0.049508985,0.029330885,0.095483355,0.028411482,NA,0.041810896,0.07718683,0.010932091,0.27734569,0.094778709,NA,0.025106641,0.19012731,0.058158837,0.49723512,0.17626935,NA,0.1121662,3.061856,0.89835918,-0.38197637,NA,City
100240,Autauga County,2018,1,AL,0,all,all,0,5.5,8713,12,726.0833333333334,0,0.0112041771195736,0.0125238318683808,0.0174509375460355,0.0033765689028168,0.0119656605060961,0.0169967700624036,Autauga County,Pre-Kindergarten,12,0,0.47582999,0,0.52416998,0,0,0,0.47582999,0,0,0,0,0,0.37947443,0.14469558,0,727.5,0.0025200457,0.024742268,0.032760594,0.25383735,0.6611684,0.39864561,0.067918651,0.46656427,0.48748565,0.015909091,0.11417749,4365,0.041114885,-0.022095764,-0.020782322,-0.073993817,0.093097612,0.025855552,0.029329088,0.047944352,0.10981075,0.0079720104,0.039406803,0.058111064,0.10591988,0.019225983,0.023287959,0.038750593,0.32000768,NA,-1.6620519,1.371769,NA,0.72362554,10.887115,NA,10.135464,11.101159000000001,NA,10.987402,0.2767635,NA,0.1912684,0.33539942,NA,0.29365075,0.15291943,NA,0.33042729,0.037665844,NA,0.10910455,0.043733958,NA,0.059778135,0.026239075,NA,0.040831946,0.12700203,NA,0.28127763,0.11267661,NA,0.087169349,0.15824811,NA,0.32733193,0.045737538,NA,0.1280075,2.3466625,-0.43827742,NA,NA,Rural
100270,Baldwin County,2018,1,AL,0,all,all,0,5.5,29492,12,2457.666666666667,0,0.092056339501437,0.0070290985916898,0.0140391268809658,0.0897937057614457,0.0069214828711646,0.0139147434882176,Baldwin County,Pre-Kindergarten,12,0.27586427,0.084233604,0.25905567,0.38084647,0,0,0.27586427,0.01487036,0,0.069363244,0.21488942,0.044166245,0,0.30630401,0.074542448,0,2450.8333,0.0027881672,0.0080924854,0.097653858,0.11730704,0.70737845,0.4204874,0.083856948,0.50434434,0.502168,0.036445092,0.14794102,14705,0.09213648,0.12977029,0.093996987,-0.10081631,0.14761966,0.11269975,0.11272816,0.14333713,0.11991359,0.096616738,0.14595862,0.18708943,0.11507472,0.089899652,0.028390093,-0.0073178434,0.63133961,0.79310167,-1.2773788,-0.10605808,-0.16164336,0.83401036,10.838152,10.411077,10.255247,10.597006,10.784987,10.898063,0.31337982,0.21537569,0.18045841,0.26817423,0.14554332,0.32962477,0.10578638,0.10198008,0.22024806,0.18463159,0.18308868,0.089232512,0.045501955,0.027353743,0.082591891,0.027326416,0.054675456,0.042961035,0.075517684,0.014357208,0.19931327,0.12889256,0.12670043,0.064844266,0.14579019,0.088685937,0.36834165,0.23444772,0.19549373,0.12123449,2.0920775,0.93023682,-0.034936614,0.96769381,Rural
100300,Barbour County,2018,1,AL,0,all,all,0,5.5,608,10,60.8,0,-1.172461459393794,0.0472696408259047,0.048806841737385503,-1.12112236226501,0.0299438361301554,0.0322853911761445,Barbour County,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,56.666668,0.0029411765,0,0.15882353,0.75882351,0.070588239,0.94724572,0.032413106,0.97965884,0.77456647,0.072815537,0.099514566,340,0,0,0,NA,-4.2863268e-9,-2.1776247e-9,-2.4009209e-8,1.391571e-8,0,0,0,0,0,0,0,NA,-1.2941614,NA,-2.7788255,NA,NA,-0.085993245,10.355264,NA,10.002476,NA,NA,10.558387,0.084880926,NA,0.045776598,NA,NA,0.12697795,0.25051501,NA,0.39118472,NA,NA,0.13271697,0.068586305,NA,0.10297596,NA,NA,0.051838059,0.25357589,NA,0.35198051,NA,NA,0.1564327,0.23520114,NA,0.44512531,NA,NA,0.091203973,2.5397103,NA,NA,NA,Rural
100330,Bessemer City,2018,1,AL,0,all,all,0,5.5,3376,12,281.3333333333333,0,-0.8201371853975656,0.0201889967504034,0.0235644742431474,-0.8451137678258255,0.0180554329982517,0.0217189277350754,Bessemer City,Pre-Kindergarten,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,284.16666,0,0,0.095601171,0.88387096,0.017595308,0.89390105,0.029366452,0.92326754,0.72603548,0.040443212,0.099722989,1705,0.0353566,0.0090237958,NA,NA,0.080016859,0.050092373,0.010050391,0.03250562,0.013815714,0.032367066,0.006406791,0.03554194,0.010877977,0.0035350721,NA,NA,-2.2154989,NA,-2.8077338,-0.71846467,NA,-0.57320505,10.275084,NA,10.202126,10.342151,NA,10.439329,0.13863273,NA,0.13625473,0.11767638,NA,0.13807383,0.26605281,NA,0.29078406,0.21769133,NA,0.1568509,0.12218021,NA,0.15598674,0.053018488,NA,0.065405414,0.29005668,NA,0.36972314,0.17701627,NA,0.11642962,0.3949427,NA,0.51406372,0.18335456,NA,0.1500414,1.8760215,0.70146894,NA,NA,Suburb
100360,Bibb County,2018,1,AL,0,all,all,0,5.5,2929,12,244.0833333333333,0,-0.5482863579844514,0.0213645417404877,0.0245791069884404,-0.5400641797506771,0.0188558120880167,0.0223887206134176,Bibb County,Pre-Kindergarten,12,0,0,0.58763838,0.41236162,0,0,0,0,0,0,0.096555963,0.4910824,0,0,0.41236162,0,244,0,0.0034153005,0.034153007,0.23292349,0.71448088,0.53802389,0.088271551,0.62629539,0.65479451,0.01447936,0.16050524,1464,0.047231764,0.0090860231,NA,-0.032758906,0.1513073,0.043692421,0.012598516,0.016646147,0.14947577,0.012047363,0.017237622,0.02066372,0.14396428,0.028273748,NA,-0.053839564,-0.20887245,NA,-1.1901535,NA,NA,0.0033751966000000002,10.63912,NA,10.360472,NA,NA,10.745186,0.11558725,NA,0.061530564,NA,NA,0.1318029,0.13885294,NA,0.13535136,NA,NA,0.13740447,0.071578026,NA,0.093609236,NA,NA,0.063988239,0.12294272,NA,0.22356153,NA,NA,0.099508323,0.18276633,NA,0.3376227,NA,NA,0.15075934,1.353839,NA,NA,NA,Rural
